building_id,building_name,time_period,energy_consumption,energy_type,unit
AT2044-A,水工試驗所馬達房,2023-8,133.18,electricity,kWh
AT2045,保健中心,2023-8,9804.5,electricity,kWh
AT2046,林產館,2023-8,27192.06,electricity,kWh
AT2047,航空測量館,2023-8,7493.32,electricity,kWh
4B_L1,停車場路燈,2023-8,1782.25,electricity,kWh
AT4029,管理學院教學館,2023-8,32499.15,electricity,kWh
AT4029-A,原教堂(藝文中心),2023-8,5618.16,electricity,kWh
AT4029-B,多功能生活廳,2023-8,---,electricity,kWh
AT2044,水工大樓,2023-8,27048.72,electricity,kWh
AT2048,園藝系花卉館,2023-8,28591.12,electricity,kWh
AT3041,總圖書館,2023-8,559278.19,electricity,kWh
AT3001,資訊工程館,2023-8,223334.86,electricity,kWh
AT3002,-機械臨時工廠-,2023-8,5605.4,electricity,kWh
AT3003(1),電機二館,2023-8,479798.9,electricity,kWh
AT3003(2),聯合研究中心,2023-8,20505.47,electricity,kWh
AT3005,獸醫一館,2023-8,77197.37,electricity,kWh
AT3043,獸醫三館,2023-8,44940.94,electricity,kWh
AT1029,志鴻館,2023-8,---,electricity,kWh
AT1030,機械舊館,2023-8,---,electricity,kWh
3E_L1,振興草坪路燈,2023-8,169.35,electricity,kWh
3E_L2,水杉道路燈,2023-8,0,electricity,kWh
AT2009,綜合教室,2023-8,0,electricity,kWh
AT2010,圖書資訊館,2023-8,16137.13,electricity,kWh
AT2011,第一活動中心,2023-8,96083.38,electricity,kWh
AT2012,農藝館,2023-8,68789.78,electricity,kWh
AT2049(1),教學二期大樓(不含圖書館書庫),2023-8,32434.66,electricity,kWh
AT2049(2),圖書館書庫,2023-8,47922.29,electricity,kWh
AT3047(1),鄭江樓北棟化工系(不含大公),2023-8,204108.14,electricity,kWh
AT3047(2),鄭江樓南棟生機系(不含公共),2023-8,32463.54,electricity,kWh
AT3047(3),鄭江樓南棟6樓保管組(不含公共),2023-8,1888.47,electricity,kWh
AT3047(4),鄭江樓南棟7樓保管組(不含公共),2023-8,4401.04,electricity,kWh
AT3047(5),鄭江樓南棟空調,2023-8,28844.96,electricity,kWh
AT3047(6),鄭江樓南棟公共(揚水、電梯),2023-8,1425.86,electricity,kWh
AT3047(7),鄭江樓事務組,2023-8,2619.73,electricity,kWh
AT3047(8),鄭江樓大公(雨廢水、消防),2023-8,306.7,electricity,kWh
AT3049,學新館,2023-8,135994.2,electricity,kWh
AT3010,農機館,2023-8,53183.01,electricity,kWh
AT3013,中非大樓,2023-8,2176.56,electricity,kWh
AT3042,博理館,2023-8,148380.38,electricity,kWh
AT3038(1),社會研究所停車場,2023-8,943.55,electricity,kWh
AT3038(2),社會研究所,2023-8,24247.88,electricity,kWh
AT3037-D,-辛亥大門-,2023-8,1093.33,electricity,kWh
AT3039(1),國發所停車場,2023-8,1362.22,electricity,kWh
AT3039(2),國家發展所大樓,2023-8,8480.32,electricity,kWh
AT3040(1),新聞所停車場,2023-8,1027.75,electricity,kWh
AT3040(2),新聞所大樓,2023-8,14818.88,electricity,kWh
AT1025,-水產養殖池-,2023-8,3107.96,electricity,kWh
AT1026,漁業科學館,2023-8,56965.46,electricity,kWh
AT1031,計資中心,2023-8,283604.69,electricity,kWh
AT1032,視聽教育館,2023-8,49002.54,electricity,kWh
AT1035,語言大樓,2023-8,99375.98,electricity,kWh
AT3044(1),霖澤館停車場,2023-8,1390.38,electricity,kWh
AT3044(2),霖澤館,2023-8,43102.5,electricity,kWh
AT3046(1),社科院大樓總錶,2023-8,305726,electricity,kWh
AT3045(1),萬才館停車場,2023-8,1188.15,electricity,kWh
AT3045(2),萬才館,2023-8,41242.04,electricity,kWh
KT0032,水源校區總圖(飲水樓),2023-8,23406.22,electricity,kWh
KT0032-1,水源溫室,2023-8,---,electricity,kWh
KT0021,機械工廠,2023-8,21062.06,electricity,kWh
KT0025,澄思樓,2023-8,9376.6,electricity,kWh
KT0026(1),輔具中心,2023-8,0,electricity,kWh
KT0026(2),水源事務組停車場,2023-8,3.49,electricity,kWh
KT0027,育成大樓(水源),2023-8,126622.79,electricity,kWh
KT0029,行政大樓(水源),2023-8,16627.75,electricity,kWh
KT0041,理化大樓(水源),2023-8,10649.71,electricity,kWh
KT0044,育成C,2023-8,2079.78,electricity,kWh
KT0045(2),卓越研究大樓,2023-8,468798,electricity,kWh
AT4030,學生第二活動中心,2023-8,61898.2,electricity,kWh
AT4030-1,管院二號館,2023-8,51971.92,electricity,kWh
AT4024,展書樓,2023-8,82482.54,electricity,kWh
AT4022(1),戲劇廳（鹿嗚堂二樓）,2023-8,---,electricity,kWh
AT4022(2),鹿鳴堂一樓,2023-8,---,electricity,kWh
AT4022-1,-鹿鳴雅舍-,2023-8,---,electricity,kWh
AT4022-2,教職員工聯誼廳,2023-8,---,electricity,kWh
AT4023,地質系,2023-8,141404.44,electricity,kWh
AT4027-A,幼稚園,2023-8,7076.26,electricity,kWh
AT4016,園藝系造園館,2023-8,6402.92,electricity,kWh
AT4020,食科館,2023-8,54161.3,electricity,kWh
AT4021,園產加工廠,2023-8,24093.12,electricity,kWh
AT4034,食科所食品研發大樓,2023-8,28257.22,electricity,kWh
AT4019,大氣系A、B館,2023-8,38285.62,electricity,kWh
AT4032,園藝系精密溫室,2023-8,32049.23,electricity,kWh
AT4032(1),轉殖溫室,2023-8,22807.63,electricity,kWh
AT4032(2),精密溫室,2023-8,9241.6,electricity,kWh
AT4002,環工所,2023-8,45719.75,electricity,kWh
AT4003,工科海洋系,2023-8,88083.77,electricity,kWh
AT4038(1),禮賢樓1樓總用電(不含空調),2023-8,20550.35,electricity,kWh
AT4038(10),禮賢樓8樓總用電,2023-8,7561.5,electricity,kWh
AT4038(11),禮賢樓劇場用電,2023-8,6583.72,electricity,kWh
AT4038(12),禮賢樓大公共用電,2023-8,17597.58,electricity,kWh
AT4038(2),禮賢樓1樓空調用電,2023-8,11047.48,electricity,kWh
AT4038(3),禮賢樓1樓銀行專用迴路,2023-8,2365.62,electricity,kWh
AT4038(4),禮賢樓2樓總用電,2023-8,42106.79,electricity,kWh
AT4038(5),禮賢樓3樓總用電,2023-8,9136.74,electricity,kWh
AT4038(6),禮賢樓4樓總用電,2023-8,9537.36,electricity,kWh
AT4038(7),禮賢樓5樓總用電,2023-8,10974.91,electricity,kWh
AT4038(8),禮賢樓6樓總用電,2023-8,10067.25,electricity,kWh
AT4038(9),禮賢樓7樓總用電,2023-8,10153.24,electricity,kWh
AT5041,動物醫院,2023-8,124082.71,electricity,kWh
AT5037,動科系,2023-8,129524.51,electricity,kWh
AT5014(3),生技中心,2023-8,133840.5,electricity,kWh
AT5039,昆蟲館,2023-8,14482.5,electricity,kWh
AT5043,土木研究大樓,2023-8,93280.63,electricity,kWh
AT6011(1),環安衛中心,2023-8,27325.08,electricity,kWh
AT6011(2),環工所,2023-8,55193.04,electricity,kWh
AT6015,動物實驗中心,2023-8,215117.38,electricity,kWh
AT3035,國青舍（研三舍）,2023-8,75179.66,electricity,kWh
AT1039,體育館,2023-8,355594.85,electricity,kWh
AT4025,管理學院1號館,2023-8,77156.69,electricity,kWh
AT4018,地理系,2023-8,29016,electricity,kWh
AT4018-A(1),浩翰樓華南銀行,2023-8,7180.83,electricity,kWh
AT4018-A(2),華南銀行司機室,2023-8,604.27,electricity,kWh
AT4018-A(4),浩翰樓,2023-8,71775.71,electricity,kWh
AT4039,立體機車停車場總用電,2023-8,11120.06,electricity,kWh
AT4039(1),立體機車停車場事務組用電(不含大公),2023-8,9227.9,electricity,kWh
AT4039(2),立體機車停車場工科海洋用電(不含大公),2023-8,0,electricity,kWh
AT4039(3),立體機車停車場大公共用電,2023-8,1892.16,electricity,kWh
AT5041-1,獸醫二館,2023-8,62251,electricity,kWh
AT4035,明達館,2023-8,96585.31,electricity,kWh
AT4035(1),明達館停車場,2023-8,1161.41,electricity,kWh
AT4035(3),明達2F保管組場地,2023-8,5464.9,electricity,kWh
AT4035(5),玉山台大AI暨金融科技研發中心,2023-8,2299.15,electricity,kWh
AT4031(1),生科館停車場,2023-8,1608.56,electricity,kWh
AT4031(3),生科館,2023-8,532736.85,electricity,kWh
AT4038,禮賢樓總用電,2023-8,155316.92,electricity,kWh
BT1010,經研大樓,2023-8,2890.74,electricity,kWh
BT1011,徐州校區國際會議廳,2023-8,623.01,electricity,kWh
BT1012,法學院社科圖書館,2023-8,3382.51,electricity,kWh
AT4010,農業試驗場,2023-8,29943.13,electricity,kWh
AT4010-B,種子研究室,2023-8,964.23,electricity,kWh
AT4009-A,人工氣候室,2023-8,114231.35,electricity,kWh
AT1018,數學館,2023-9,18502.2,electricity,kWh
AT1019,新數學研究中心,2023-9,7020.78,electricity,kWh
AT1020,-新生大樓-,2023-9,49512.43,electricity,kWh
AN1022,生化所,2023-9,88452.75,electricity,kWh
AT1023,電機一館,2023-9,49423.81,electricity,kWh
AT1040,化學館,2023-9,346909.69,electricity,kWh
AT1040(1),貴儀中心氦液化機用電,2023-9,1022.19,electricity,kWh
AT1040(2),化學館(不含貴儀中心氦液化機用電),2023-9,345887.5,electricity,kWh
AT1042,積學館,2023-9,265573.46,electricity,kWh
AT1044,博雅館,2023-9,75596.71,electricity,kWh
AT1017,思亮館,2023-9,63496.58,electricity,kWh
AN1024,-原分所-,2023-9,292483.16,electricity,kWh
AT1038(1),物理學系/凝態中心停車場,2023-9,5135.43,electricity,kWh
AT1038(2),凝態物理科學館,2023-9,594255.37,electricity,kWh
AT1033,心理南研究大樓,2023-9,11286.69,electricity,kWh
AT1027(1),女八九舍(含女九餐廳),2023-9,56402.95,electricity,kWh
AT1034,心理系北館,2023-9,43148.87,electricity,kWh
AT1036,應用力學研究大樓,2023-9,140519.6,electricity,kWh
AT1037,工學院綜合大樓,2023-9,333277.8,electricity,kWh
AT2025,研一女,2023-9,16961.47,electricity,kWh
AT2026,研一男,2023-9,66765.93,electricity,kWh
AT5017,男一舍,2023-9,76022.16,electricity,kWh
AT5017-A,男一舍外大餐廳,2023-9,27719.84,electricity,kWh
AT5018,男三舍,2023-9,53675.02,electricity,kWh
AT5019,男五舍,2023-9,28880.62,electricity,kWh
AT5021,男七舍,2023-9,53594,electricity,kWh
AT5001,男八舍,2023-9,80331.78,electricity,kWh
AT5002,男六舍,2023-9,43908.19,electricity,kWh
AT2023,大一女舍,2023-9,110773.06,electricity,kWh
AT1004 ,全球變遷中心,2023-9,73741.55,electricity,kWh
AT1011,海洋研究所,2023-9,109157.7,electricity,kWh
AT1005,游泳池,2023-9,18123.3,electricity,kWh
AT1006,舊體育館,2023-9,16653.35,electricity,kWh
AT1009(1),-闈場-,2023-9,2567.76,electricity,kWh
AT1009(2),普通大樓,2023-9,52059.13,electricity,kWh
AT1015,小福樓,2023-9,66227.99,electricity,kWh
AT2007,化學工程館,2023-9,87313.06,electricity,kWh
AT2008,土木館,2023-9,37067.72,electricity,kWh
AT2006,文學院,2023-9,33408.07,electricity,kWh
AT1002-A,司令台,2023-9,1561.3,electricity,kWh
AT2001,農業陳列館,2023-9,9406.51,electricity,kWh
AT2005(1),校史館,2023-9,15012.96,electricity,kWh
AT2005(2),人類學博物館,2023-9,66852.73,electricity,kWh
AT2005(3),舊總圖,2023-9,25859.36,electricity,kWh
AT2005-1,樂學館,2023-9,12946.86,electricity,kWh
AT1041(1),新南球場,2023-9,6793.72,electricity,kWh
AT1041(2),新月台,2023-9,---,electricity,kWh
AT1041(3),新南停車場,2023-9,---,electricity,kWh
AT1041(4),紅土網球場,2023-9,469.52,electricity,kWh
AT1041(8),新月台揚水及汙水泵用電,2023-9,700.6,electricity,kWh
AT2022,女五舍,2023-9,9459,electricity,kWh
AT2028,三號館,2023-9,66017.52,electricity,kWh
AT2028-A,-電子顯微鏡館-,2023-9,7639.24,electricity,kWh
AT2029,農化二館暨行政大樓,2023-9,31432.38,electricity,kWh
AT2030-B,性別平等教育委員會,2023-9,211.9,electricity,kWh
AT2030-D,物理系液氮機室,2023-9,143.4,electricity,kWh
AT4026,-推廣中心-,2023-9,31204.4,electricity,kWh
AT4026-4,-城鄉所-,2023-9,5818.41,electricity,kWh
AT2004-F,大門口警衛室,2023-9,963.35,electricity,kWh
AT2015,一號館,2023-9,87903.43,electricity,kWh
AT2015(1),一號館1F(戲劇系),2023-9,5996.39,electricity,kWh
AT2015(2),一號館2F,2023-9,26902.38,electricity,kWh
AT2015(3),一號館3F,2023-9,55004.66,electricity,kWh
AT2015-A,動物標本館,2023-9,1164.39,electricity,kWh
AT2016,漁業陳列館,2023-9,1499.89,electricity,kWh
AT2016-A,-漁業生物實驗室-,2023-9,71.45,electricity,kWh
AT2017,女一舍,2023-9,41360.45,electricity,kWh
AT2018,女三舍,2023-9,36502.8,electricity,kWh
AT2019,女二舍,2023-9,54626.28,electricity,kWh
AT2020,植物病毒研究室,2023-9,2118.66,electricity,kWh
AT2020-C,植物溫室,2023-9,2869.63,electricity,kWh
AT2021,植物標本館,2023-9,5442.74,electricity,kWh
2C_L1,椰林大道路燈前段,2023-9,1710.91,electricity,kWh
AT2018-A,雜工班,2023-9,2913.29,electricity,kWh
AT2027,二號館,2023-9,174198.21,electricity,kWh
AT2027(1),2號館1F,2023-9,11113.06,electricity,kWh
AT2027(2),2號館2F,2023-9,58826.84,electricity,kWh
AT2027(3),2號館3F,2023-9,80542.57,electricity,kWh
AT2030,農化系食品工廠,2023-9,9364.62,electricity,kWh
AT2031(1),化工光電晶體實驗室,2023-9,972.52,electricity,kWh
AT2031(2),生醫材料(陶瓷)實驗室,2023-9,0,electricity,kWh
AT2031(3),綠色化學實驗室,2023-9,148.58,electricity,kWh
AT2031(4),職涯中心,2023-9,1178.85,electricity,kWh
AT2031(5),學生心理輔導中心,2023-9,118.3,electricity,kWh
AT2031-A,望樂樓,2023-9,6886.44,electricity,kWh
AT2032-1(A),行政大樓教務處資訊室,2023-9,12584.65,electricity,kWh
AT2033(2),農化系實驗室,2023-9,28479.6,electricity,kWh
AT2034(2),夜間部大樓,2023-9,0,electricity,kWh
AT2034-B,保管組倉庫,2023-9,83.28,electricity,kWh
AT2034-C,小小福,2023-9,19379.37,electricity,kWh
AT2038-B,舟山路崗亭,2023-9,2945.81,electricity,kWh
AT2032,行政大樓前棟,2023-9,7396.96,electricity,kWh
AT2032-1,行政大樓後棟,2023-9,42161.03,electricity,kWh
AT2032-A,第一會議室,2023-9,1692.68,electricity,kWh
AT2035,四號館,2023-9,45511.92,electricity,kWh
AT2036,五號館,2023-9,19870.4,electricity,kWh
AT2037(1),農綜館,2023-9,38492.56,electricity,kWh
AT2037(2),植物工廠,2023-9,8010.31,electricity,kWh
AT2038,共同教室,2023-9,57133.28,electricity,kWh
AT2038-A,農產品中心,2023-9,6466.87,electricity,kWh
AT2040,生工系實驗室,2023-9,4580.02,electricity,kWh
AT2041,農化系土壤研究室,2023-9,7397.72,electricity,kWh
AT2042,森林館,2023-9,31941.34,electricity,kWh
AT2043,水工試驗所,2023-9,6689.45,electricity,kWh
AT2044-A,水工試驗所馬達房,2023-9,430.31,electricity,kWh
AT2045,保健中心,2023-9,8505.94,electricity,kWh
AT2046,林產館,2023-9,23483.31,electricity,kWh
AT2047,航空測量館,2023-9,7238.14,electricity,kWh
4B_L1,停車場路燈,2023-9,1466.4,electricity,kWh
AT4029,管理學院教學館,2023-9,36929.46,electricity,kWh
AT4029-A,原教堂(藝文中心),2023-9,5183.47,electricity,kWh
AT4029-B,多功能生活廳,2023-9,---,electricity,kWh
AT2044,水工大樓,2023-9,25271.37,electricity,kWh
AT2048,園藝系花卉館,2023-9,28515.23,electricity,kWh
AT3041,總圖書館,2023-9,564323.09,electricity,kWh
AT3001,資訊工程館,2023-9,223664.98,electricity,kWh
AT3002,-機械臨時工廠-,2023-9,5437.63,electricity,kWh
AT3003(1),電機二館,2023-9,491136.91,electricity,kWh
AT3003(2),聯合研究中心,2023-9,22674.16,electricity,kWh
AT3005,獸醫一館,2023-9,79082.94,electricity,kWh
AT3043,獸醫三館,2023-9,43677.13,electricity,kWh
AT1029,志鴻館,2023-9,---,electricity,kWh
AT1030,機械舊館,2023-9,---,electricity,kWh
3E_L1,振興草坪路燈,2023-9,175.58,electricity,kWh
3E_L2,水杉道路燈,2023-9,0,electricity,kWh
AT2009,綜合教室,2023-9,0,electricity,kWh
AT2010,圖書資訊館,2023-9,18831.25,electricity,kWh
AT2011,第一活動中心,2023-9,97986.62,electricity,kWh
AT2012,農藝館,2023-9,66225.72,electricity,kWh
AT2049(1),教學二期大樓(不含圖書館書庫),2023-9,48004.91,electricity,kWh
AT2049(2),圖書館書庫,2023-9,51405.76,electricity,kWh
AT3047(1),鄭江樓北棟化工系(不含大公),2023-9,184638.89,electricity,kWh
AT3047(2),鄭江樓南棟生機系(不含公共),2023-9,33768.29,electricity,kWh
AT3047(3),鄭江樓南棟6樓保管組(不含公共),2023-9,1805.28,electricity,kWh
AT3047(4),鄭江樓南棟7樓保管組(不含公共),2023-9,4588.16,electricity,kWh
AT3047(5),鄭江樓南棟空調,2023-9,25975.45,electricity,kWh
AT3047(6),鄭江樓南棟公共(揚水、電梯),2023-9,1376.05,electricity,kWh
AT3047(7),鄭江樓事務組,2023-9,2466.47,electricity,kWh
AT3047(8),鄭江樓大公(雨廢水、消防),2023-9,339.66,electricity,kWh
AT3049,學新館,2023-9,147735.3,electricity,kWh
AT3010,農機館,2023-9,52322.15,electricity,kWh
AT3013,中非大樓,2023-9,1963.5,electricity,kWh
AT3042,博理館,2023-9,153722.31,electricity,kWh
AT3038(1),社會研究所停車場,2023-9,910.88,electricity,kWh
AT3038(2),社會研究所,2023-9,28148.56,electricity,kWh
AT3037-D,-辛亥大門-,2023-9,970.73,electricity,kWh
AT3039(1),國發所停車場,2023-9,1358.28,electricity,kWh
AT3039(2),國家發展所大樓,2023-9,10149.46,electricity,kWh
AT3040(1),新聞所停車場,2023-9,1018.29,electricity,kWh
AT3040(2),新聞所大樓,2023-9,17586.14,electricity,kWh
AT1025,-水產養殖池-,2023-9,3508.46,electricity,kWh
AT1026,漁業科學館,2023-9,54783.12,electricity,kWh
AT1031,計資中心,2023-9,275803.6,electricity,kWh
AT1032,視聽教育館,2023-9,52208.31,electricity,kWh
AT1035,語言大樓,2023-9,96636.83,electricity,kWh
AT3044(1),霖澤館停車場,2023-9,1355.52,electricity,kWh
AT3044(2),霖澤館,2023-9,51523.01,electricity,kWh
AT3046(1),社科院大樓總錶,2023-9,334177.25,electricity,kWh
AT3045(1),萬才館停車場,2023-9,1188.05,electricity,kWh
AT3045(2),萬才館,2023-9,59660.76,electricity,kWh
KT0032,水源校區總圖(飲水樓),2023-9,21270.79,electricity,kWh
KT0032-1,水源溫室,2023-9,---,electricity,kWh
KT0021,機械工廠,2023-9,22623.78,electricity,kWh
KT0025,澄思樓,2023-9,8782.62,electricity,kWh
KT0026(1),輔具中心,2023-9,0,electricity,kWh
KT0026(2),水源事務組停車場,2023-9,1.48,electricity,kWh
KT0027,育成大樓(水源),2023-9,109993.16,electricity,kWh
KT0029,行政大樓(水源),2023-9,16903.36,electricity,kWh
KT0041,理化大樓(水源),2023-9,11145.74,electricity,kWh
KT0044,育成C,2023-9,2016.64,electricity,kWh
KT0045(2),卓越研究大樓,2023-9,403684.48,electricity,kWh
AT4030,學生第二活動中心,2023-9,79272.81,electricity,kWh
AT4030-1,管院二號館,2023-9,58474.94,electricity,kWh
AT4024,展書樓,2023-9,76503.58,electricity,kWh
AT4022(1),戲劇廳（鹿嗚堂二樓）,2023-9,---,electricity,kWh
AT4022(2),鹿鳴堂一樓,2023-9,---,electricity,kWh
AT4022-1,-鹿鳴雅舍-,2023-9,---,electricity,kWh
AT4022-2,教職員工聯誼廳,2023-9,---,electricity,kWh
AT4023,地質系,2023-9,131139.76,electricity,kWh
AT4027-A,幼稚園,2023-9,6122.78,electricity,kWh
AT4016,園藝系造園館,2023-9,6693.28,electricity,kWh
AT4020,食科館,2023-9,51817.59,electricity,kWh
AT4021,園產加工廠,2023-9,21397.94,electricity,kWh
AT4034,食科所食品研發大樓,2023-9,26412,electricity,kWh
AT4019,大氣系A、B館,2023-9,38053.28,electricity,kWh
AT4032,園藝系精密溫室,2023-9,30762.2,electricity,kWh
AT4032(1),轉殖溫室,2023-9,22081.08,electricity,kWh
AT4032(2),精密溫室,2023-9,8681.12,electricity,kWh
AT4002,環工所,2023-9,43656.57,electricity,kWh
AT4003,工科海洋系,2023-9,85778.18,electricity,kWh
AT4038(1),禮賢樓1樓總用電(不含空調),2023-9,19692.55,electricity,kWh
AT4038(10),禮賢樓8樓總用電,2023-9,7274.21,electricity,kWh
AT4038(11),禮賢樓劇場用電,2023-9,11839.22,electricity,kWh
AT4038(12),禮賢樓大公共用電,2023-9,16768.63,electricity,kWh
AT4038(2),禮賢樓1樓空調用電,2023-9,9548.85,electricity,kWh
AT4038(3),禮賢樓1樓銀行專用迴路,2023-9,2151.39,electricity,kWh
AT4038(4),禮賢樓2樓總用電,2023-9,41003.4,electricity,kWh
AT4038(5),禮賢樓3樓總用電,2023-9,7119.8,electricity,kWh
AT4038(6),禮賢樓4樓總用電,2023-9,9035.06,electricity,kWh
AT4038(7),禮賢樓5樓總用電,2023-9,9675.91,electricity,kWh
AT4038(8),禮賢樓6樓總用電,2023-9,9040.76,electricity,kWh
AT4038(9),禮賢樓7樓總用電,2023-9,9419.03,electricity,kWh
AT5041,動物醫院,2023-9,117911.06,electricity,kWh
AT5037,動科系,2023-9,124734.08,electricity,kWh
AT5014(3),生技中心,2023-9,126481.61,electricity,kWh
AT5039,昆蟲館,2023-9,13774.64,electricity,kWh
AT5043,土木研究大樓,2023-9,91917,electricity,kWh
AT6011(1),環安衛中心,2023-9,25974.61,electricity,kWh
AT6011(2),環工所,2023-9,53874.52,electricity,kWh
AT6015,動物實驗中心,2023-9,172717,electricity,kWh
AT3035,國青舍（研三舍）,2023-9,82132.25,electricity,kWh
AT1039,體育館,2023-9,324602.28,electricity,kWh
AT4025,管理學院1號館,2023-9,84643.94,electricity,kWh
AT4018,地理系,2023-9,31151.06,electricity,kWh
AT4018-A(1),浩翰樓華南銀行,2023-9,6685.27,electricity,kWh
AT4018-A(2),華南銀行司機室,2023-9,702.46,electricity,kWh
AT4018-A(4),浩翰樓,2023-9,67291.29,electricity,kWh
AT4039,立體機車停車場總用電,2023-9,10081.56,electricity,kWh
AT4039(1),立體機車停車場事務組用電(不含大公),2023-9,8250.56,electricity,kWh
AT4039(2),立體機車停車場工科海洋用電(不含大公),2023-9,0,electricity,kWh
AT4039(3),立體機車停車場大公共用電,2023-9,1831,electricity,kWh
AT5041-1,獸醫二館,2023-9,59369,electricity,kWh
AT4035,明達館,2023-9,97909.97,electricity,kWh
AT4035(1),明達館停車場,2023-9,1106.52,electricity,kWh
AT4035(3),明達2F保管組場地,2023-9,5281.98,electricity,kWh
AT4035(5),玉山台大AI暨金融科技研發中心,2023-9,2027.39,electricity,kWh
AT4031(1),生科館停車場,2023-9,1583.66,electricity,kWh
AT4031(3),生科館,2023-9,509826.45,electricity,kWh
AT4038,禮賢樓總用電,2023-9,150417.42,electricity,kWh
BT1010,經研大樓,2023-9,2939.76,electricity,kWh
BT1011,徐州校區國際會議廳,2023-9,608.41,electricity,kWh
BT1012,法學院社科圖書館,2023-9,1873.06,electricity,kWh
AT4010,農業試驗場,2023-9,26204.32,electricity,kWh
AT4010-B,種子研究室,2023-9,919.06,electricity,kWh
AT4009-A,人工氣候室,2023-9,106291.55,electricity,kWh
AT1018,數學館,2023-10,14009.82,electricity,kWh
AT1019,新數學研究中心,2023-10,5277.87,electricity,kWh
AT1020,-新生大樓-,2023-10,36234.25,electricity,kWh
AN1022,生化所,2023-10,75513.75,electricity,kWh
AT1023,電機一館,2023-10,43383.72,electricity,kWh
AT1040,化學館,2023-10,319775.61,electricity,kWh
AT1040(1),貴儀中心氦液化機用電,2023-10,1047.75,electricity,kWh
AT1040(2),化學館(不含貴儀中心氦液化機用電),2023-10,318727.86,electricity,kWh
AT1042,積學館,2023-10,233759.59,electricity,kWh
AT1044,博雅館,2023-10,64878.63,electricity,kWh
AT1017,思亮館,2023-10,58628.36,electricity,kWh
AN1024,-原分所-,2023-10,271480.82,electricity,kWh
AT1038(1),物理學系/凝態中心停車場,2023-10,5302.69,electricity,kWh
AT1038(2),凝態物理科學館,2023-10,573626.52,electricity,kWh
AT1033,心理南研究大樓,2023-10,8636.44,electricity,kWh
AT1027(1),女八九舍(含女九餐廳),2023-10,49689.37,electricity,kWh
AT1034,心理系北館,2023-10,37855.32,electricity,kWh
AT1036,應用力學研究大樓,2023-10,125068.75,electricity,kWh
AT1037,工學院綜合大樓,2023-10,297792.26,electricity,kWh
AT2025,研一女,2023-10,15197.47,electricity,kWh
AT2026,研一男,2023-10,59048.1,electricity,kWh
AT5017,男一舍,2023-10,67659.59,electricity,kWh
AT5017-A,男一舍外大餐廳,2023-10,25659.91,electricity,kWh
AT5018,男三舍,2023-10,45387.37,electricity,kWh
AT5019,男五舍,2023-10,25425.19,electricity,kWh
AT5021,男七舍,2023-10,50151.5,electricity,kWh
AT5001,男八舍,2023-10,67822.88,electricity,kWh
AT5002,男六舍,2023-10,38648.68,electricity,kWh
AT2023,大一女舍,2023-10,95527.25,electricity,kWh
AT1004 ,全球變遷中心,2023-10,68692.93,electricity,kWh
AT1011,海洋研究所,2023-10,91920.77,electricity,kWh
AT1005,游泳池,2023-10,20044.41,electricity,kWh
AT1006,舊體育館,2023-10,14993.56,electricity,kWh
AT1009(1),-闈場-,2023-10,5063.4,electricity,kWh
AT1009(2),普通大樓,2023-10,50889.98,electricity,kWh
AT1015,小福樓,2023-10,57173.19,electricity,kWh
AT2007,化學工程館,2023-10,78406.12,electricity,kWh
AT2008,土木館,2023-10,29071.53,electricity,kWh
AT2006,文學院,2023-10,27711.81,electricity,kWh
AT1002-A,司令台,2023-10,1485.64,electricity,kWh
AT2001,農業陳列館,2023-10,6507.24,electricity,kWh
AT2005(1),校史館,2023-10,10177.98,electricity,kWh
AT2005(2),人類學博物館,2023-10,61641.66,electricity,kWh
AT2005(3),舊總圖,2023-10,21672.83,electricity,kWh
AT2005-1,樂學館,2023-10,10311.84,electricity,kWh
AT1041(1),新南球場,2023-10,7152.18,electricity,kWh
AT1041(2),新月台,2023-10,---,electricity,kWh
AT1041(3),新南停車場,2023-10,---,electricity,kWh
AT1041(4),紅土網球場,2023-10,514.57,electricity,kWh
AT1041(8),新月台揚水及汙水泵用電,2023-10,669.2,electricity,kWh
AT2022,女五舍,2023-10,9677.44,electricity,kWh
AT2028,三號館,2023-10,54040.51,electricity,kWh
AT2028-A,-電子顯微鏡館-,2023-10,6440.12,electricity,kWh
AT2029,農化二館暨行政大樓,2023-10,28248.75,electricity,kWh
AT2030-B,性別平等教育委員會,2023-10,203.64,electricity,kWh
AT2030-D,物理系液氮機室,2023-10,68.34,electricity,kWh
AT4026,-推廣中心-,2023-10,26660.06,electricity,kWh
AT4026-4,-城鄉所-,2023-10,4319.28,electricity,kWh
AT2004-F,大門口警衛室,2023-10,1024.85,electricity,kWh
AT2015,一號館,2023-10,79746.53,electricity,kWh
AT2015(1),一號館1F(戲劇系),2023-10,5559.16,electricity,kWh
AT2015(2),一號館2F,2023-10,23485.4,electricity,kWh
AT2015(3),一號館3F,2023-10,50701.97,electricity,kWh
AT2015-A,動物標本館,2023-10,983.4,electricity,kWh
AT2016,漁業陳列館,2023-10,909.85,electricity,kWh
AT2016-A,-漁業生物實驗室-,2023-10,81.46,electricity,kWh
AT2017,女一舍,2023-10,32667.55,electricity,kWh
AT2018,女三舍,2023-10,28445.63,electricity,kWh
AT2019,女二舍,2023-10,48112.77,electricity,kWh
AT2020,植物病毒研究室,2023-10,2107.18,electricity,kWh
